Search terms report
"October 13, 2025 - November 11, 2025"
Search term,Match type,Added/Excluded,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Conv. value,Conv. value / cost
special uk hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
burford hotels cotswolds,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
accommodation chatsworth estate,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
broadmoor,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
down hall hotel and spa,Performance Max,None,1,2,50.00%,GBP,2.73,2.73,0.00,0.00,0.00%,0.00,0.00
bingham riverhouse,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
forest hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotels in st ives cornwall,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel bath,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
boutique hotels bath,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury spa hotels derbyshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
mr and mrs smith yorkshire,Performance Max,None,0,6,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
christmas breaks in north yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotels near basingstoke,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
christmas breaks in yorkshire,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
skipton pubs with rooms,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
burnsall fell,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in richmond north yorkshire,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
stay at fountains abbey,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
bolton abbey hotel and spa,Performance Max,None,5,16,31.25%,GBP,0.44,2.19,0.00,0.00,0.00%,0.00,0.00
the manor house hotel,Performance Max,None,0,8,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel solent and spa,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the abbey inn,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotels near chesterfield,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
traddock hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels in new forest,Performance Max,None,1,2,50.00%,GBP,0.75,0.75,0.00,0.00,0.00%,0.00,0.00
the strid yorkshire,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
harome pub,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
baslow hall bakewell,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
brockencote hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
warwick castle short break,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
bolton castle hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
clarendon hotel yorkshire dales,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
ripley castle hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the lion hotel settle,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near wasing estate,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the ro hotel windermere,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
four seasons uk locations,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth stay with us,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
nice hotels yorkshire dales,Performance Max,None,1,1,100.00%,GBP,1.04,1.04,0.00,0.00,0.00%,0.00,0.00
yorkshire visit,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the lion inn blakey ridge,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near aysgarth falls,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
bedford lodge,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the morritt hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in yorkshire uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
belton woods,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in hawes,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
beaverbrook hotel,Performance Max,None,1,34,2.94%,GBP,0.99,0.99,0.00,0.00,0.00%,0.00,0.00
bisley manor hotel,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth manor,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels harrogate england,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
grantham hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
blenheim palace lodge retreat,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
fischers hotel baslow,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels harrogate uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the dales uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
millstone hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
castle house hereford,Performance Max,None,1,2,50.00%,GBP,2.21,2.21,0.00,0.00,0.00%,0.00,0.00
the parsonage hotel & spa,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
where to stay in wensleydale,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
allerton park yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
ellenborough park,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury country hotel cheshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the spa at breedon priory,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
soho farm house hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
pubs near skipton,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
eaton manor shropshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
accommodation bolton abbey,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
places to stay near bolton abbey,Performance Max,None,1,13,7.69%,GBP,0.40,0.40,0.00,0.00,0.00%,0.00,0.00
lister arms malham,Performance Max,None,0,7,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel with michelin star restaurant uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
top hotels in manchester uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
skipton hotel deals,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
fife arms hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
old england hotel lake windermere,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel and spa harrogate,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in bakewell derbyshire with parking,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
feversham arms hotel,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
derbyshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in the dales,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
broadway cotswolds hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
grasmere hotel,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
raithwaite,Performance Max,None,0,5,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
abbey inn yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
grantley hall yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
woburn inn,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
boutique hotels cotswolds,Performance Max,None,1,6,16.67%,GBP,0.73,0.73,0.00,0.00,0.00%,0.00,0.00
hotels in south england,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotel in manchester,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotel manchester,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
duncombe arms,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
country hotels near manchester,Performance Max,None,1,2,50.00%,GBP,0.18,0.18,0.00,0.00,0.00%,0.00,0.00
luxury hotel near york,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth stays,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the thatch inn,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
oulton hall,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
bagshaw hall,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the olde bell,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
coniston hotel deals,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best spa break uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
dalesman country inn,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
cliveden house co uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth stay,Performance Max,None,2,11,18.18%,GBP,0.23,0.46,0.00,0.00,0.00%,0.00,0.00
lygon arms broadway cotswolds,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
north yorkshire best hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
robin hood inn baslow,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
austwick hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotels derbyshire,Performance Max,None,1,2,50.00%,GBP,0.51,0.51,0.00,0.00,0.00%,0.00,0.00
places to stay skipton,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in uk,Performance Max,None,0,4,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
cotswold inns,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best places to stay in glastonbury,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
christmas day lunch derbyshire,Performance Max,None,1,1,100.00%,GBP,0.37,0.37,0.00,0.00,0.00%,0.00,0.00
hotel masham,Performance Max,None,0,9,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
holidays in york,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa breaks for 2,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotel yorkshire,Performance Max,None,1,21,4.76%,GBP,0.64,0.64,0.00,0.00,0.00%,0.00,0.00
rutland arms bakewell,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near market weighton yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
where to stay in yorkshire dales national park,Performance Max,None,1,2,50.00%,GBP,0.24,0.24,0.00,0.00,0.00%,0.00,0.00
hotel spa stays near me,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
wentbridge house hotel pontefract,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
cotswolds luxury hotels,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth estate cottages,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
northampton country hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel harrogate yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
anchor inn whixley,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels close to the farmer's dog pub,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotel in yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
country hotels essex,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
coed y mwstwr,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels skipton,Performance Max,None,1,2,50.00%,GBP,0.44,0.44,0.00,0.00,0.00%,0.00,0.00
the pig cotswolds,Performance Max,None,1,17,5.88%,GBP,1.01,1.01,0.00,0.00,0.00%,0.00,0.00
romantic hotels gloucestershire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hilton harrogate majestic hotel & spa,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
leeds train station hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
stratford upon avon best hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
skipton castle,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
castle hotels near london england,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in sedgefield durham,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
gainsborough hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
stay in south wales,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
moor hall hotel & spa,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotel york,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the grove hertfordshire,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the maynard grindleford bridge,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotels in ripon north yorkshire,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
old golf house hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
yorkshire hotel with pool,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa leeds,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
yorkshire dales luxury hotels,Performance Max,None,0,12,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
yorkshire spa,Performance Max,None,0,5,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth estate hotel,Performance Max,None,8,17,47.06%,GBP,1.12,8.92,0.00,0.00,0.00%,0.00,0.00
the royston hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
accommodation in sedbergh,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
london hotel booking,Performance Max,None,1,2,50.00%,GBP,2.64,2.64,0.00,0.00,0.00%,0.00,0.00
4 star hotels yorkshire dales,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
country house hotels near bristol,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotels wetherby,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
lumley castle england,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
buxton hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
amberley castle hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the yorkshireman,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
malvern hotels,Performance Max,None,1,2,50.00%,GBP,0.55,0.55,0.00,0.00,0.00%,0.00,0.00
devon hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
goathland yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
skipton park hotel,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
grassington hotel,Performance Max,None,0,10,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
battlesteads hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
peak district best hotels,Performance Max,None,1,1,100.00%,GBP,0.18,0.18,0.00,0.00,0.00%,0.00,0.00
waterhead hotel lake district,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
grassington hotels with parking,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
eckington manor,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa hotel near york,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels upper slaughter cotswolds,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotels near settle yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
delta hotels breadsall priory country club prices,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the cotswolds hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels yorkshire dales luxury,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
otterburn castle,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the belsfield,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the falkland arms chipping norton,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
brimstone hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near grassington yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the bocardo hotel oxford,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the fell lapland,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
gotham manchester,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels near cirencester,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
restaurants with rooms yorkshire dales,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
robin hood's bay hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels in chichester,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best cotswolds hotels,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hawes hotels,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star cotswolds hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotel sheffield city centre,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
boutique hotels derbyshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the tickled trout inn bilton in ainsty,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best place in cotswolds to stay,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
threshfield spa,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the peacock at rowsley,Performance Max,None,0,10,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
strid of bolton abbey,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near great britain,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
spa break deals uk,Performance Max,None,1,1,100.00%,GBP,0.91,0.91,0.00,0.00,0.00%,0.00,0.00
the bridge hotel & spa,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
greenwoods essex,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
chatsworth house accommodation,Performance Max,None,7,26,26.92%,GBP,2.15,15.07,0.00,0.00,0.00%,0.00,0.00
relaxing breaks near me,Performance Max,None,1,1,100.00%,GBP,0.27,0.27,0.00,0.00,0.00%,0.00,0.00
yorebridge house bainbridge,Performance Max,None,1,3,33.33%,GBP,0.67,0.67,0.00,0.00,0.00%,0.00,0.00
wetherby spa hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
5 star hotels near nottingham,Performance Max,None,2,5,40.00%,GBP,0.87,1.74,0.00,0.00,0.00%,0.00,0.00
inns near chatsworth house,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hodgkinson hotel matlock bath,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the crescent hotel ilkley,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
harrogate boutique hotels,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
boutique hotels lake district uk,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
new hotels uk,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
five star hotels yorkshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
harrogate spa hotels,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
swinton hotel,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels in cotswolds for couples,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
raywell hall country lodges,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels bolton abbey yorkshire,Performance Max,None,3,11,27.27%,GBP,0.81,2.43,0.00,0.00,0.00%,0.00,0.00
luxury hotels for christmas 2025,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
badminton house hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotel cheshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
five star hotel cheshire,Performance Max,None,0,3,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
haworth hotels,Performance Max,None,0,7,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
marriott hertfordshire,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotels near reading,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
hotels near the priests house skipton,Performance Max,None,0,5,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
best hotels in hull,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
douneside house hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
luxury hotels near masham,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
cotswolds wheatsheaf,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
pendley manor tring,Performance Max,None,0,2,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
bolton abbey discount code,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
the psalter hotel sheffield,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
keighley hotel,Performance Max,None,0,1,0.00%,GBP,0,0.00,0.00,0.00,0.00%,0.00,0.00
